category,text,text_final
navigate,Please give me an address and directions via the fastest route to a local grocery store,"['please', 'give', 'address', 'directions', 'via', 'fastest', 'route', 'local', 'grocery', 'store']"
schedule,what is the agenda of my meeting today,"['agenda', 'meet', 'today']"
navigate,where is the nearest grocery store,"['where', 'nearest', 'grocery', 'store']"
navigate,show me traffic for going home,"['show', 'traffic', 'go', 'home']"
weather,is it going to snow today,"['go', 'snow', 'today']"
navigate,Where is there a parking garage?,"['where', 'park', 'garage']"
schedule,what is the date for my next yoga appointment,"['date', 'next', 'yoga', 'appointment']"
schedule,I need information for my upcoming conference.,"['need', 'information', 'upcoming', 'conference', '.']"
schedule,Schedule a dentist appointment with my aunt on the 4th at 6pm.,"['schedule', 'dentist', 'appointment', 'aunt', '4th', '6pm', '.']"
weather,what is the temperature outside,"['temperature', 'outside']"
weather,Will there be hail in Los Angeles today?,"['hail', 'los', 'angeles', 'today']"
navigate,Give me the fastest route to a rest stop .,"['give', 'fastest', 'route', 'rest', 'stop', '.']"
weather,please tell me the weather for today and tomorrow,"['please', 'tell', 'weather', 'today', 'tomorrow']"
schedule,Please remind me I'm going to a swimming party at 5 pm on July 7th with Martha,"['please', 'remind', ""'m"", 'go', 'swim', 'party', '5', 'pm', 'july', '7th', 'martha']"
navigate,find the nearest shopping mall,"['find', 'nearest', 'shop', 'mall']"
navigate,Get me the address to a hospital that is no more than 2 miles away.,"['get', 'address', 'hospital', '2', 'miles', 'away', '.']"
navigate,can you give me directions to a fast food place that serves pizza,"['give', 'directions', 'fast', 'food', 'place', 'serve', 'pizza']"
navigate,"Car I want pizza, please send me the address of any pizza restaurant nearby","['car', 'want', 'pizza', 'please', 'send', 'address', 'pizza', 'restaurant', 'nearby']"
schedule,set a reminder for tennis,"['set', 'reminder', 'tennis']"
weather,Is it gonna drizzle in Durham during the week?,"['gon', 'na', 'drizzle', 'durham', 'week']"
schedule,"Set a schedule for a meeting at 5pm, 6th of this month with HR to sign the NDA.","['set', 'schedule', 'meet', '5pm', '6th', 'month', 'hr', 'sign', 'nda', '.']"
schedule,Schedule a swimming activity with Marie on Sunday at 6pm.,"['schedule', 'swim', 'activity', 'marie', 'sunday', '6pm', '.']"
navigate,"Car, what is my home address and can you get us there with no traffic?","['car', 'home', 'address', 'get', 'us', 'traffic']"
weather,is snow forecasted this week,"['snow', 'forecast', 'week']"
navigate,find me the best parking spot,"['find', 'best', 'park', 'spot']"
navigate,get me directions to a local cafe,"['get', 'directions', 'local', 'cafe']"
navigate,show directions for the nearest grocery store,"['show', 'directions', 'nearest', 'grocery', 'store']"
navigate,find me a nearby parking garage or parking lot,"['find', 'nearby', 'park', 'garage', 'park', 'lot']"
weather,what is the weather forecast for the next 7 days,"['weather', 'forecast', 'next', '7', 'days']"
navigate,show directions for the nearest grocery store,"['show', 'directions', 'nearest', 'grocery', 'store']"
schedule,schedule a work meeting for the conference room this tuesday at 10,"['schedule', 'work', 'meet', 'conference', 'room', 'tuesday', '10']"
schedule,Remind me to go to the optometrist at 5pm today with my father.,"['remind', 'go', 'optometrist', '5pm', 'today', 'father', '.']"
schedule,tell me when i have yoga class,"['tell', 'when', 'yoga', 'class']"
weather,what's the temperature outside like today,"[""'s"", 'temperature', 'outside', 'like', 'today']"
schedule,who is going to be at the meeting?,"['who', 'go', 'meet']"
navigate,show me directions to the nearest grocery store,"['show', 'directions', 'nearest', 'grocery', 'store']"
schedule,Please look up the date and time of my swimming activity.,"['please', 'look', 'date', 'time', 'swim', 'activity', '.']"
weather,what's the weather forecast going to be for each day this upcoming week is it going to snow,"[""'s"", 'weather', 'forecast', 'go', 'day', 'upcoming', 'week', 'go', 'snow']"
weather,what is the forecast for today and tomorrow,"['forecast', 'today', 'tomorrow']"
schedule,Schedule conference with sales team on the 11th of this month 9am ,"['schedule', 'conference', 'sales', 'team', '11th', 'month', '9am']"
weather,Will there be clear skies in Compton on the weekend?,"['clear', 'sky', 'compton', 'weekend']"
navigate,find the nearest parking lot,"['find', 'nearest', 'park', 'lot']"
navigate,show me the directions to starbucks,"['show', 'directions', 'starbucks']"
navigate,"Car I'm looking for a pizza restaurant within 4 miles of my actual position, possibly with no traffic","['car', ""'m"", 'look', 'pizza', 'restaurant', 'within', '4', 'miles', 'actual', 'position', 'possibly', 'traffic']"
weather,what is the weather like in the city,"['weather', 'like', 'city']"
weather,what is the weather forecast for wednesday through tuesday of next week,"['weather', 'forecast', 'wednesday', 'tuesday', 'next', 'week']"
weather,what's the weather like,"[""'s"", 'weather', 'like']"
schedule,Set a reminder for me to take my medicine at 10am when I meet with my sister at the end of March.,"['set', 'reminder', 'take', 'medicine', '10am', 'when', 'meet', 'sister', 'end', 'march', '.']"
weather,check weather forecast for seattle,"['check', 'weather', 'forecast', 'seattle']"
schedule,Schedule a tennis activity with Alex on the 13th at 11am.,"['schedule', 'tennis', 'activity', 'alex', '13th', '11am', '.']"
weather,Will it hail in Brentwood?,"['hail', 'brentwood']"
schedule,What is the time and date of my doctor appointment.,"['time', 'date', 'doctor', 'appointment', '.']"
weather,Will it be warm on Sunday in Alameda?,"['warm', 'sunday', 'alameda']"
schedule,when do i have dinner planned for,"['when', 'dinner', 'plan']"
weather,will it rain this week,"['rain', 'week']"
schedule,"I need you to schedule a reminder to take my medicine at 7 pm. Mark it on the 1st, with Ana. Please. ","['need', 'schedule', 'reminder', 'take', 'medicine', '7', 'pm', '.', 'mark', '1st', 'ana', '.', 'please', '.']"
weather,what is the current temperature,"['current', 'temperature']"
weather,Is there supposed to be a blizzard in brentwood on friday?,"['suppose', 'blizzard', 'brentwood', 'friday']"
schedule,set an appointment for a meeting on my calendar,"['set', 'appointment', 'meet', 'calendar']"
navigate,find me all the nearest hotels,"['find', 'nearest', 'hotels']"
weather,is it going to snow this week,"['go', 'snow', 'week']"
weather,Will it be cloudy in Los Angeles on Thursday?,"['cloudy', 'los', 'angeles', 'thursday']"
weather,which days will be cloudy this week,"['days', 'cloudy', 'week']"
weather,what is the weather like this week,"['weather', 'like', 'week']"
schedule,I'd like to set a reminder for my meeting at 2pm later this month please.,"[""'d"", 'like', 'set', 'reminder', 'meet', '2pm', 'later', 'month', 'please', '.']"
schedule,set a reminder to go to conference room 104 the meeting on the 12th,"['set', 'reminder', 'go', 'conference', 'room', '104', 'meet', '12th']"
weather,Is it gonna rain during the next week in Boston?,"['gon', 'na', 'rain', 'next', 'week', 'boston']"
navigate,Car I need to go to a shopping center: is there any around me?,"['car', 'need', 'go', 'shop', 'center', ':', 'around']"
weather,what is the weather like today,"['weather', 'like', 'today']"
schedule,when should i take my medicine next,"['when', 'take', 'medicine', 'next']"
navigate,show me the closest location where i can get chinese food,"['show', 'closest', 'location', 'where', 'get', 'chinese', 'food']"
schedule,remind me of the time for today's dinner,"['remind', 'time', 'today', ""'s"", 'dinner']"
navigate,Find a grocery market for me please.,"['find', 'grocery', 'market', 'please', '.']"
schedule,Can you tell me what time my next doctor's appointment is and if anyone is joining me?,"['tell', 'time', 'next', 'doctor', ""'s"", 'appointment', 'anyone', 'join']"
schedule,"I need to find out the parties attending and the date for my lab appointment, thanks. ","['need', 'find', 'party', 'attend', 'date', 'lab', 'appointment', 'thank', '.']"
schedule,Schedule a doctor appointment with my brother for August 3rd at 10am.,"['schedule', 'doctor', 'appointment', 'brother', 'august', '3rd', '10am', '.']"
navigate,directions to the parking garage,"['directions', 'park', 'garage']"
weather,Will it be warm in New York today and tomorrow?,"['warm', 'new', 'york', 'today', 'tomorrow']"
navigate,where's the closest place to park,"['where', ""'s"", 'closest', 'place', 'park']"
schedule,what time is my workout class today,"['time', 'workout', 'class', 'today']"
weather,tomorrow's forecast,"['tomorrow', ""'s"", 'forecast']"
navigate,Where can I go shopping?,"['where', 'go', 'shop']"
schedule,put my optometrist appointment in my calendar,"['put', 'optometrist', 'appointment', 'calendar']"
navigate,where's the nearest produce stand,"['where', ""'s"", 'nearest', 'produce', 'stand']"
weather,What is the lowest weekend temperature in oakland?,"['lowest', 'weekend', 'temperature', 'oakland']"
navigate,Where is the closest rest stop?,"['where', 'closest', 'rest', 'stop']"
navigate,I am hungry. Where is there some Chinese food close by? ,"['hungry', '.', 'where', 'chinese', 'food', 'close']"
navigate,i'd love to go shopping are there any malls nearby,"[""'d"", 'love', 'go', 'shop', 'malls', 'nearby']"
navigate,"Car I need to rest in a hotel, please send me the quickest option available","['car', 'need', 'rest', 'hotel', 'please', 'send', 'quickest', 'option', 'available']"
schedule,tell me the time of today's meeting,"['tell', 'time', 'today', ""'s"", 'meet']"
schedule,remind me to take my pills,"['remind', 'take', 'pills']"
schedule,set reminder for yoga classes on the 12th of this month,"['set', 'reminder', 'yoga', 'class', '12th', 'month']"
weather,What is the weather forecast in Cleveland for Thursday?,"['weather', 'forecast', 'cleveland', 'thursday']"
weather,In new york will it be foggy this week?,"['new', 'york', 'foggy', 'week']"
weather,start listening what will be the weather for the week,"['start', 'listen', 'weather', 'week']"
schedule,set reminder for doctor's appointment for the tenth,"['set', 'reminder', 'doctor', ""'s"", 'appointment', 'tenth']"
weather,Will it be misty in Redwood City during the upcoming seven day period?,"['misty', 'redwood', 'city', 'upcoming', 'seven', 'day', 'period']"
navigate,Where is the nearest hospital that we can get to quick?,"['where', 'nearest', 'hospital', 'get', 'quick']"
schedule,"What is the location, date, and agenda of my meeting?","['location', 'date', 'agenda', 'meet']"
schedule,Find out the date and time for my Swimming activity. ,"['find', 'date', 'time', 'swim', 'activity', '.']"
weather,Will it be windy in Los Angeles on Sunday?,"['windy', 'los', 'angeles', 'sunday']"
navigate,find the nearest hotel,"['find', 'nearest', 'hotel']"
weather,Will there be drizzle in Oakland tomorrow?,"['drizzle', 'oakland', 'tomorrow']"
weather,please let me know the weather forecast for tomorrow,"['please', 'let', 'know', 'weather', 'forecast', 'tomorrow']"
schedule,What is the date for my doctor's appointment and who will be attending?,"['date', 'doctor', ""'s"", 'appointment', 'who', 'attend']"
schedule,what time is the doctor's appointment,"['time', 'doctor', ""'s"", 'appointment']"
navigate,find me a nearby tea or coffee shop,"['find', 'nearby', 'tea', 'coffee', 'shop']"
schedule,what time is my next workout?,"['time', 'next', 'workout']"
weather,check weather for new york city,"['check', 'weather', 'new', 'york', 'city']"
weather,what's the weather like in new york,"[""'s"", 'weather', 'like', 'new', 'york']"
schedule,add a meeting to my calendar,"['add', 'meet', 'calendar']"
weather,how cloudy is it going to be for the next week,"['cloudy', 'go', 'next', 'week']"
navigate,find a tea shop,"['find', 'tea', 'shop']"
schedule,set a reminder for doctor's appointment,"['set', 'reminder', 'doctor', ""'s"", 'appointment']"
navigate,Where can I get pizza?,"['where', 'get', 'pizza']"
schedule,make an appointment with the dentist,"['make', 'appointment', 'dentist']"
